GeneSymbol,N_SNPs,Threshold_Used,Mean_F_stat,Is_Weak_Instrument,MR_Method,MR_Beta,MR_SE,MR_CI_Lower,MR_CI_Upper,MR_Pvalue,Cochran_Q,Cochran_Q_Pval,Top_Instrument_SNP,MR_FDR
MRM1,1,5.0e-08,41.39120896,False,Wald Ratio,-0.02667022172467544,0.004490660500562409,-0.035471916305777756,-0.017868527143573117,2.866922699240604e-09,0.0,1.0,rs28573110,4.2532846045162387e-07
ASTN2,1,5.0e-08,146.49229156,False,Wald Ratio,0.021423674173100638,0.0036185525804725634,0.014331311115374414,0.028516037230826862,3.2094615853850428e-09,0.0,1.0,rs11790014,4.7193286462617586e-07
ASCC2,3,5.0e-08,454.85950918000003,False,IVW,0.007066856186800334,0.0011953675313346884,0.0047239358253843445,0.009409776548216323,3.382476299051973e-09,0.20911420522882737,0.9007233622795073,rs6006267,4.930107560091893e-07
ACAD10,2,5.0e-08,98.808029365,False,IVW,0.018558857513501503,0.0031485811869941594,0.012387638386992951,0.024730076640010056,3.761460920514992e-09,0.004694175916870473,0.9453764310238848,rs10774634,5.434820404806705e-07
AP5B1,1,5.0e-08,190.78239376000005,False,Wald Ratio,0.021520728113629796,0.0036651125673415265,0.014337107481640403,0.02870434874561919,4.3114529724164186e-09,0.0,1.0,rs1193692,6.175784706006139e-07
KRT8P26,1,5.0e-08,274.16074084,False,Wald Ratio,-0.012924062616208001,0.002205914301963213,-0.0172476546480559,-0.008600470584360104,4.6615773463543064e-09,0.0,1.0,rs601683,6.620236682651552e-07
MCAM,1,1.0e-05 (relaxed),21.77622225,False,Wald Ratio,-0.05462742630500797,0.009366181769507292,-0.07298514257324226,-0.03626971003677368,5.463198116117951e-09,0.0,1.0,rs640603,7.64563028562056e-07
FAM149B1,3,5.0e-08,371.86223588666667,False,IVW,-0.006816110712859152,0.0011689815239236834,-0.009107314499749572,-0.004524906925968733,5.5158522194176385e-09,0.6553327925212812,0.7206033755919534,rs3793663,7.64563028562056e-07
AC137932.5,3,5.0e-08,213.55595255000003,False,IVW,0.0048865381066560435,0.0008380797228205587,0.0032439018499277484,0.006529174363384339,5.5216395900004045e-09,0.2243259689775535,0.8938985540281303,rs62000377,7.64563028562056e-07
C1orf138,1,5.0e-08,71.25892225,False,Wald Ratio,0.026979428191674888,0.004663523272405849,0.017838922577759424,0.03611993380559035,7.2424872765708415e-09,0.0,1.0,rs4970966,9.945551122933976e-07
HNRNPH3,1,5.0e-08,103.31096163999999,False,Wald Ratio,-0.024598407723996015,0.00426169944518614,-0.03295133863656085,-0.01624547681143118,7.834937143513798e-09,0.0,1.0,rs12218103,1.0651119501178334e-06
WHAMM,3,5.0e-08,378.66191673,False,IVW,-0.007034982348495354,0.0012190422858386744,-0.009424305228739155,-0.004645659468251552,7.884495056842411e-09,0.35913987377213874,0.8356295075738405,rs1971555,1.0651119501178334e-06
SPTBN1,3,5.0e-08,567.2378966166667,False,IVW,0.006065547453584644,0.0010543424377553543,0.003999036275584149,0.00813205863158514,8.771511961214173e-09,0.109555206176539,0.9466956667358833,rs3796014,1.1753826028026992e-06
DDB2,3,5.0e-08,539.6132902466667,False,IVW,-0.006322253297905368,0.001101549702987589,-0.008481290715761043,-0.004163215880049693,9.500292552644396e-09,0.4299749436839391,0.8065515447192431,rs2242261,1.2628548884379142e-06
IPP,3,5.0e-08,519.5878421133333,False,IVW,0.006388818519994603,0.0011161586061783956,0.004201147651884948,0.008576489388104258,1.0408502060244018e-08,1.4757106212670636,0.4781382747357591,rs3935296,1.3726005574048777e-06
SNORA11,3,5.0e-08,57.83537720333333,False,IVW,0.007238919185881807,0.001269231646509943,0.0047512251587223196,0.009726613213041295,1.174499564271514e-08,0.14085813370440248,0.9319938464384439,rs58875530,1.5366523433020059e-06
